iter	Logloss
198	0.2970217231
199	0.2964500894
200	0.2961010576
201	0.295571152
202	0.2952866327
203	0.2949590878
204	0.2946379266
205	0.294243326
206	0.2939222167
207	0.2935274085
208	0.2931982546
209	0.2928994886
210	0.2925274129
211	0.2922237682
212	0.2919672233
213	0.291443961
214	0.2911846135
215	0.2909199721
216	0.2906575625
217	0.2903109181
218	0.2899978534
219	0.2896757061
220	0.2895121153
221	0.2891861533
222	0.2889794071
223	0.2888074602
224	0.2885052168
225	0.2880565617
226	0.2878879884
227	0.2875393718
228	0.2872296288
229	0.2867741487
230	0.2862379892
231	0.2858989482
232	0.2857505643
233	0.2855320107
234	0.285514053
235	0.2849888704
236	0.2847621165
237	0.2842972944
238	0.2840737064
239	0.2838203015
240	0.2833145297
241	0.283063123
242	0.2827007787
243	0.2823247326
244	0.2819959679
245	0.2816330786
246	0.2814049234
247	0.2810769114
248	0.2808396735
249	0.2804046423
250	0.280039132
251	0.2798123522
252	0.2796068256
253	0.2793112255
254	0.278725397
255	0.2784379713
256	0.2782241666
257	0.278022818
258	0.277709909
259	0.2774515995
260	0.2770618257
261	0.2768754764
262	0.2765729476
263	0.2762940595
264	0.2759493095
265	0.2755543196
266	0.2751417095
267	0.274958111
268	0.2746858402
269	0.274520874
270	0.2743706217
271	0.274193355
272	0.2739341113
273	0.2736970551
274	0.2734546013
275	0.2732591694
276	0.2729218671
277	0.2725937512
278	0.2723225704
279	0.2720902112
280	0.2718316941
281	0.2715878649
282	0.2714950146
283	0.2714539093
284	0.2711559996
285	0.2709342801
286	0.2707533804
287	0.2706111467
288	0.2704245639
289	0.2700204914
290	0.2696428883
291	0.2694255543
292	0.2689663375
293	0.2687112717
294	0.2683654578
295	0.2681011797
296	0.2678854287
297	0.2677477882
298	0.2674694451
299	0.2674102783
300	0.2672515662
301	0.2670897399
302	0.2666957622
303	0.2664140455
304	0.2661617305
305	0.2660186664
306	0.2657237669
307	0.265543516
308	0.2654151138
309	0.2651474103
310	0.2648323734
311	0.2646391732
312	0.2644074628
313	0.2642048946
314	0.2639511005
315	0.2637841361
316	0.2636054681
317	0.2635038207
318	0.2629796761
319	0.2628224172
320	0.2626573991
321	0.262485037
322	0.2623658472
323	0.26218365
324	0.2620735687
325	0.2619665756
326	0.2617964972
327	0.2614242917
328	0.2612665916
329	0.2609272652
330	0.2604699686
331	0.2601471726
332	0.2599867217
333	0.2598110381
334	0.2594565826
335	0.2592083159
336	0.2588631507
337	0.2586472699
338	0.2585351905
339	0.2583074764
340	0.2579659702
341	0.2576345846
342	0.257377391
343	0.2571064437
344	0.2567749023
345	0.256525416
346	0.2561404429
347	0.2558083307
348	0.2555103691
349	0.2552976284
350	0.2550330649
351	0.2547540989
352	0.2544952185
353	0.2542394781
354	0.2540193415
355	0.2538427236
356	0.2536123886
357	0.2534742809
358	0.2532972738
359	0.2530665235
360	0.2529479046
361	0.2526800973
362	0.2524854958
363	0.2522229564
364	0.25194425
365	0.2517148491
366	0.2516200786
367	0.2514482355
368	0.2512127364
369	0.2511301365
370	0.2507607077
371	0.2505551812
372	0.2504559212
373	0.2503294393
374	0.250194342
375	0.2500568831
376	0.2498741409
377	0.2497346839
378	0.2494123809
379	0.2492328825
380	0.2490436528
381	0.2488932188
382	0.2487163673
383	0.2485098028
384	0.2481454343
385	0.2479271143
386	0.2476621874
387	0.2474565571
388	0.2472659779
389	0.2471878675
390	0.2470398987
391	0.2469225514
392	0.2467980936
393	0.2464718462
394	0.2462192458
395	0.246073353
396	0.2458967352
397	0.2457431352
398	0.2455288634
399	0.2452602776
400	0.2451935333
401	0.2451202496
402	0.2449078982
403	0.2447602149
404	0.2446942751
405	0.2441696375
406	0.2440313222
407	0.2438587786
408	0.2436685887
409	0.2434584948
410	0.2433472458
411	0.2432582622
412	0.2430601834
413	0.2428954248
414	0.2427424736
415	0.2425530881
416	0.2423757436
417	0.2422175764
418	0.2419693097
419	0.2417947678
420	0.2413691307
421	0.2412679244
422	0.2410154018
423	0.2407258222
424	0.2405405369
425	0.2403787626
426	0.2401673972
427	0.2399406693
428	0.2398364528
429	0.2394655448
430	0.2392998001
431	0.2392149166
432	0.2389481733
433	0.2388598384
434	0.238745657
435	0.2385945223
436	0.2384816384
437	0.2383511342
438	0.2381391201
439	0.2379227463
440	0.2378004165
441	0.2376928005
442	0.2376043099
443	0.2375215284
444	0.2373741046
445	0.2372277188
446	0.2369837339
447	0.2367327165
448	0.2366054301
449	0.2364000593
450	0.236194377
451	0.2359298914
452	0.2357094174
453	0.2355196946
454	0.2353334751
455	0.2352136365
456	0.2349920986
457	0.234823733
458	0.2346245383
459	0.2345145349
460	0.2343751557
461	0.2341335582
462	0.2340294455
463	0.233734053
464	0.2335709552
465	0.2334115943
466	0.2331999954
467	0.233158916
468	0.2329423865
469	0.2327348359
470	0.2326175923
471	0.2324733864
472	0.2322386657
473	0.2321033608
474	0.2319344761
475	0.2318090063
476	0.2315545634
477	0.2313615449
478	0.231357808
479	0.2312554599
480	0.2311325592
481	0.2310195196
482	0.2309083484
483	0.23060351
484	0.2303724743
485	0.2301996711
486	0.2300904722
487	0.2300355353
488	0.2299613693
489	0.2297175141
490	0.2296296983
491	0.2295622015
492	0.2294168018
493	0.2290785394
494	0.2290034391
495	0.2288516817
496	0.2287640215
497	0.2285913999
498	0.2284502042
499	0.2283153404
500	0.2282605852
501	0.2281027813
502	0.2279506346
503	0.2277671139
504	0.2276522578
505	0.2274842554
506	0.2274405291
507	0.2272635739
508	0.2271355869
509	0.2270040447
510	0.2267283226
511	0.2266118575
512	0.2263230045
513	0.2261977942
514	0.225997821
515	0.2258787609
516	0.2256949289
517	0.2256167146
518	0.2255051801
519	0.2251873406
520	0.2250669311
521	0.2248415785
522	0.2246770534
523	0.2244559048
524	0.2243443184
525	0.2239945081
526	0.223824793
527	0.2236815213
528	0.2235556362
529	0.2234185926
530	0.2233638115
531	0.2232608925
532	0.2231327498
533	0.2229715983
534	0.2227830433
535	0.2226104996
536	0.2224028192
537	0.222299459
538	0.2221350118
539	0.2219486107
540	0.2216913651
541	0.2214057819
542	0.2212510141
543	0.221102189
544	0.220887009
545	0.2207780955
546	0.2205737367
547	0.2204281554
548	0.2203060851
549	0.2200558721
550	0.2199111731
551	0.219777477
552	0.2196251746
553	0.2195334402
554	0.219319376
555	0.2191087372
556	0.2190124097
557	0.2189005119
558	0.2185874472
559	0.2183746805
560	0.2182694519
561	0.2181923535
562	0.2181532724
563	0.2181284898
564	0.2179866972
565	0.2178189544
566	0.2175640963
567	0.2173661602
568	0.2172322435
569	0.2169925015
570	0.2168376689
571	0.2167031814
572	0.2164760382
573	0.2163845893
574	0.2161399945
575	0.2159539567
576	0.2159036001
577	0.2157563579
578	0.2155738882
579	0.2154653121
580	0.2152628477
581	0.2151752524
582	0.215086152
583	0.2149922118
584	0.2149052263
585	0.2147179688
586	0.2146299453
587	0.2145014134
588	0.2142584794
589	0.2140984568
590	0.2139989113
591	0.2139076181
592	0.2137366833
593	0.2136336087
594	0.2133986804
595	0.2132229448
596	0.2129792972
597	0.2127986052
598	0.2127228821
599	0.212488421
600	0.212365663
601	0.2123295531
602	0.2121412835
603	0.211861552
604	0.2116799127
605	0.2115310358
606	0.2114016475
607	0.211221656
608	0.2109955638
609	0.2108213983
610	0.2106753628
611	0.2104436394
612	0.2103590803
613	0.2102781932
614	0.2101849926
615	0.2100757806
616	0.2098423186
617	0.2097011748
618	0.2095431373
619	0.2094563854
620	0.2092839715
621	0.2089327079
622	0.2089225224
623	0.208646917
624	0.2085706879
625	0.2085334363
626	0.2084112102
627	0.2082602702
628	0.2080827311
629	0.2079389922
630	0.2078724297
631	0.2076247339
632	0.2075176109
633	0.2074591578
634	0.2071800102
635	0.2069440569
636	0.2068222072
637	0.2066508961
638	0.2065046142
639	0.2064095322
640	0.2062274777
641	0.2061259601
642	0.2059639782
643	0.2058871652
644	0.2056921485
645	0.2055228746
646	0.2052938241
647	0.2052572211
648	0.205180006
649	0.2049104859
650	0.2047389802
651	0.2045124339
652	0.2042377757
653	0.2040512578
654	0.2039118397
655	0.2036628204
656	0.2033957527
657	0.2032430999
658	0.2030963508
659	0.2029177218
660	0.202809989
661	0.2027634471
662	0.2026406113
663	0.2025361483
664	0.202447502
665	0.202103258
666	0.2019555617
667	0.2017153266
668	0.2015505161
669	0.2014669561
670	0.2013936464
671	0.2011126564
672	0.2010281362
673	0.2008482615
674	0.2007408272
675	0.2006545034
676	0.2005654679
677	0.2003647162
678	0.2002191868
679	0.2001548559
680	0.1999789387
681	0.1998443474
682	0.1997880741
683	0.199630348
684	0.1995135327
685	0.1993741924
686	0.1992013114
687	0.1991584674
688	0.1990004689
689	0.1988335434
690	0.1986791909
691	0.1985823832
692	0.198491622
693	0.1983720818
694	0.1982964496
695	0.1981349089
696	0.1981109048
697	0.1980851362
698	0.1979401517
699	0.1977814655
700	0.1976325885
701	0.1974835169
702	0.1973907575
703	0.1972098578
704	0.1971351727
705	0.1970676759
706	0.196936549
707	0.1967467353
708	0.1966657055
709	0.1964624625
710	0.1963178674
711	0.1962098881
712	0.1959578066
713	0.1959051015
714	0.1957088912
715	0.1956847314
716	0.1956090213
717	0.1955310147
718	0.1954956055
719	0.1954146534
720	0.195254501
721	0.195165699
722	0.195075885
723	0.1950306795
724	0.194824595
725	0.1946461736
726	0.1945938967
727	0.1943971024
728	0.1942000227
729	0.1940436071
730	0.1939638618
731	0.1937431803
732	0.1935427659
733	0.1934218504
734	0.19327527
735	0.1931908925
736	0.19307675
737	0.1929783594
738	0.1928400572
739	0.1927852371
740	0.1926150419
741	0.1925141211
742	0.1922602232
743	0.1920510895
744	0.1919778058
745	0.1918602768
746	0.1917064174
747	0.1916191983
748	0.191420873
749	0.1913910301
750	0.1912660664
751	0.191093341
752	0.1908946654
753	0.190772621
754	0.1905894117
755	0.1904830414
756	0.1903502276
757	0.1902713776
758	0.190143689
759	0.1900497748
760	0.189978126
761	0.1898830829
762	0.1896974473
763	0.1895095929
764	0.1893657762
765	0.1891778699
766	0.18905144
767	0.1889883547
768	0.1888485863
769	0.1885476404
770	0.1883956494
771	0.1882068868
772	0.1880626289
773	0.1878889953
774	0.1878172167
775	0.1876240685
776	0.1875456336
777	0.1874255745
778	0.1873065404
779	0.1872328804
780	0.1871604919
781	0.1871026357
782	0.1870433781
783	0.1868926327
784	0.1867997565
785	0.186611461
786	0.186469915
787	0.1863150045
788	0.1862257873
789	0.1861576028
790	0.186030576
791	0.1859154215
792	0.1857026548
793	0.1856529599
794	0.1855429954
795	0.1854254015
796	0.1853924187
797	0.1852870344
798	0.185139948
799	0.185039663
800	0.1848793549
801	0.1848224718
802	0.1847664321
803	0.1845984556
804	0.1845476319
805	0.1843958355
806	0.184348035
807	0.184330272
808	0.184216908
809	0.1840870267
810	0.183990725
811	0.1839242403
812	0.1837950466
813	0.1836578084
814	0.183526357
815	0.1834480389
816	0.1834054026
817	0.1833347139
818	0.1832588352
819	0.1830916632
820	0.1829696837
821	0.1828599528
822	0.1827671025
823	0.182611167
824	0.1825226635
825	0.182491056
826	0.1824649889
827	0.1823283734
828	0.1821172286
829	0.1818042807
830	0.1815710003
831	0.181496445
832	0.1813874018
833	0.1813149744
834	0.1811394983
835	0.1810709895
836	0.1809390321
837	0.1808400965
838	0.1807163783
839	0.1807035848
840	0.1806027419
841	0.1805596125
842	0.1804264095
843	0.1803609627
844	0.1802913251
845	0.1801777664
846	0.1799581878
847	0.1798650521
848	0.1797299677
849	0.1796124776
850	0.1794442806
851	0.1794042133
852	0.1792180457
853	0.1791095993
854	0.1789798477
855	0.1788175414
856	0.1787427526
857	0.178635954
858	0.1785035815
859	0.1783618019
860	0.1782887777
861	0.1781901535
862	0.1780788136
863	0.1779703023
864	0.1777971229
865	0.1777095924
866	0.1775427968
867	0.1774823455
868	0.1774197014
869	0.177365569
870	0.1772472615
871	0.1770357015
872	0.1769635726
873	0.1768376487
874	0.1767602648
875	0.1765872151
876	0.1764483938
877	0.176229983
878	0.1760340321
879	0.1759770971
880	0.1759175151
881	0.1758778111
882	0.1757610866
883	0.1755763722
884	0.1755013498
885	0.1754144682
886	0.1753493328
887	0.1752369939
888	0.1750650471
889	0.1748715874
890	0.174812758
891	0.174648259
892	0.1745631808
893	0.1744241001
894	0.1743119687
895	0.1742412152
896	0.1741873683
897	0.1741197807
898	0.1740631571
899	0.173989004
900	0.1738374931
901	0.17366879
902	0.1735295795
903	0.1734983094
904	0.1733495102
905	0.1732763303
906	0.1730595284
907	0.1729119748
908	0.17288317
909	0.1727115994
910	0.1726326715
911	0.1725604518
912	0.1724087462
913	0.1721908933
914	0.1719928145
915	0.1717988099
916	0.1717317023
917	0.1716746376
918	0.1715660874
919	0.171464933
920	0.1713152775
921	0.1711502594
922	0.1710438631
923	0.1709307197
924	0.1708601867
925	0.1708139173
926	0.1706125428
927	0.1705120632
928	0.1703607339
929	0.1702366135
930	0.170141285
931	0.1699770194
932	0.1698299719
933	0.1697425453
934	0.1696681587
935	0.1696281433
936	0.1695631378
937	0.16949302
938	0.1693135216
939	0.1691552766
940	0.1691058023
941	0.1690533437
942	0.1689337646
943	0.1688852635
944	0.1686573158
945	0.1685993947
946	0.1684239446
947	0.1682053391
948	0.1680936748
949	0.1680515056
950	0.1677823488
951	0.1677486653
952	0.1676346137
953	0.1674859183
954	0.1673782634
955	0.1672762916
956	0.167254688
957	0.1672194734
958	0.1671975324
959	0.1671380413
960	0.1670712971
961	0.1669758128
962	0.1668227579
963	0.1667810038
964	0.1666699105
965	0.1665498772
966	0.1664367338
967	0.1663800973
968	0.1662638398
969	0.1661865208
970	0.1660702894
971	0.1660064386
972	0.1659208804
973	0.1658744034
974	0.1657395006
975	0.1656900523
976	0.1655076345
977	0.1653572653
978	0.1652423314
979	0.1652202217
980	0.1650975675
981	0.1650763531
982	0.1649902499
983	0.1648557494
984	0.1647864102
985	0.1646216775
986	0.1644864374
987	0.1643164628
988	0.164162811
989	0.163998766
990	0.1637463991
991	0.1635698721
992	0.1635300513
993	0.163431479
994	0.1633774115
995	0.1632712228
996	0.1631390189
997	0.1630180385
998	0.1629114086
999	0.1628587165
